,id,date,user,pc,activity
34653,{J0E9-T0QF59RR-0720VMTB},02/09/2010 15:52:59,TNM0961,PC-2030,Disconnect
35081,{E6C4-S3FA54AM-7777EOIS},02/10/2010 09:21:23,TNM0961,PC-2030,Connect
35168,{D7M8-V7IG99ZV-5413JIJB},02/10/2010 09:56:45,TNM0961,PC-2030,Disconnect
35286,{L8W5-Q9LJ64XF-8053MBVD},02/10/2010 10:59:26,TNM0961,PC-2030,Connect
35298,{D5B9-F3RZ12OF-5637EZLA},02/10/2010 11:04:00,TNM0961,PC-2030,Disconnect
37648,{K4R7-B2DR81WU-2963HENE},02/12/2010 11:04:51,TNM0961,PC-2030,Connect
37693,{W0F6-Q8NF81ND-3810RCYO},02/12/2010 11:31:15,TNM0961,PC-2030,Disconnect
38145,{M3Z8-H4DY34SR-6436PRNI},02/12/2010 15:37:25,TNM0961,PC-2030,Connect
38156,{H2M2-N9HA26GQ-1158OYNI},02/12/2010 15:44:34,TNM0961,PC-2030,Disconnect
38968,{Y0D8-K5CS78VB-2724EZEX},02/15/2010 10:09:06,TNM0961,PC-2030,Connect
38986,{D3K3-K3NH60ZQ-1516UCUY},02/15/2010 10:17:03,TNM0961,PC-2030,Disconnect
39037,{N6U4-F3PV37IK-3405MTTH},02/15/2010 10:43:16,TNM0961,PC-2030,Connect
39090,{W6F9-N4KB30BM-7315GIJK},02/15/2010 11:07:26,TNM0961,PC-2030,Disconnect
39483,{Y2Y8-I7YM19IY-4449BKUY},02/15/2010 14:23:39,TNM0961,PC-2030,Connect
39562,{Y2J8-O5ZN97PC-0817RAUZ},02/15/2010 14:55:22,TNM0961,PC-2030,Disconnect
39650,{X0H6-S6HL88KX-6442QVDB},02/15/2010 15:33:02,TNM0961,PC-2030,Connect
39682,{F3A0-Y2ZY99AT-1900CYLC},02/15/2010 15:49:57,TNM0961,PC-2030,Disconnect
40793,{G5L1-L6CU93QX-7069BWRR},02/16/2010 15:00:59,TNM0961,PC-2030,Connect
40802,{K0H8-P2OZ12UM-3477XVRI},02/16/2010 15:07:43,TNM0961,PC-2030,Disconnect
41523,{M1I1-N6XF83NS-5581FBZM},02/17/2010 11:21:59,TNM0961,PC-2030,Connect
41529,{E9L7-B9UB78XD-5836LICT},02/17/2010 11:25:15,TNM0961,PC-2030,Disconnect
43261,{B8A3-P8JC97SJ-5740DTNS},02/18/2010 15:46:30,TNM0961,PC-2030,Connect
43322,{D6K1-E8VQ12BP-6958ZXAS},02/18/2010 16:14:27,TNM0961,PC-2030,Disconnect
44315,{L9Z1-X9VY95PQ-1021VFRK},02/19/2010 14:56:38,TNM0961,PC-2030,Connect
44373,{X7B1-K0UP61MA-5760TQAZ},02/19/2010 15:18:38,TNM0961,PC-2030,Disconnect
44970,{P4S3-S7UV20KG-0107DHSC},02/22/2010 08:03:43,TNM0961,PC-2030,Connect
44981,{H0X0-H8CU63SO-7233GMPV},02/22/2010 08:16:32,TNM0961,PC-2030,Disconnect
45024,{W3A0-T6EB10MG-3799ORTQ},02/22/2010 08:44:52,TNM0961,PC-2030,Connect
45049,{R2K1-T6IU57MY-5132HALC},02/22/2010 08:58:50,TNM0961,PC-2030,Disconnect
45896,{D8R5-N4FM02AI-3011OYOG},02/22/2010 15:56:24,TNM0961,PC-2030,Connect
45943,{L1Z4-J7LC38JN-1964NPIB},02/22/2010 16:21:20,TNM0961,PC-2030,Disconnect
46288,{U6L3-R3AC30TW-5403PLMQ},02/23/2010 09:09:10,TNM0961,PC-2030,Connect
46409,{Z5C8-O8HF88HM-0477RZMY},02/23/2010 10:04:24,TNM0961,PC-2030,Disconnect
47355,{Y8L8-J6GI02UC-1213GDYK},02/24/2010 07:47:07,TNM0961,PC-2030,Connect
47358,{G6M0-A7HW18WG-2178ECTX},02/24/2010 07:48:34,TNM0961,PC-2030,Disconnect
47462,{Z4R8-N9OW49NO-3364FLSB},02/24/2010 08:58:50,TNM0961,PC-2030,Connect
47494,{H9F9-J7FA06CJ-0880RERV},02/24/2010 09:12:32,TNM0961,PC-2030,Disconnect
47657,{W1H1-S0QH11XE-0821ZHLF},02/24/2010 10:20:45,TNM0961,PC-2030,Connect
47679,{O8O8-W4ZH53QP-3670SZQG},02/24/2010 10:34:19,TNM0961,PC-2030,Disconnect
48656,{M0X0-F4SP87FY-0341DZEK},02/25/2010 08:32:59,TNM0961,PC-2030,Connect
48659,{A6G4-Z9KB98YV-6717NFKN},02/25/2010 08:36:30,TNM0961,PC-2030,Disconnect
48661,{X3A1-F5NF49WW-8979KPPC},02/25/2010 08:39:56,TNM0961,PC-2030,Connect
48670,{K8I8-L6TV84AB-3285JCNZ},02/25/2010 08:43:57,TNM0961,PC-2030,Disconnect
49982,{W2Z2-H4BD39HQ-7498SNAX},02/26/2010 09:50:49,TNM0961,PC-2030,Connect
50068,{A8J6-B1KN13GE-4921PVQA},02/26/2010 10:33:21,TNM0961,PC-2030,Disconnect
51771,{B5Z3-R1LB41KU-4488KIPC},03/01/2010 12:58:58,TNM0961,PC-2030,Connect
51778,{F0C4-T9RN14RV-4075UZDY},03/01/2010 13:04:19,TNM0961,PC-2030,Disconnect
52337,{N1B3-R5VO71PK-2070XVSS},03/02/2010 07:38:05,TNM0961,PC-2030,Connect
52473,{W8G3-J9NE02IC-1134JFRE},03/02/2010 09:20:49,TNM0961,PC-2030,Disconnect
52485,{P6X5-Y6LO45DL-4332GJRZ},03/02/2010 09:28:29,TNM0961,PC-2030,Connect
52490,{Y4Q3-W0PI77CF-3445KYTO},03/02/2010 09:30:06,TNM0961,PC-2030,Disconnect
54868,{F8N2-L3YX17JH-9505BBOB},03/04/2010 09:19:28,TNM0961,PC-2030,Connect
55065,{R6A4-W7WW46SR-3579WUSX},03/04/2010 10:50:09,TNM0961,PC-2030,Disconnect
56313,{B9T7-P9KZ98XE-9045SRXA},03/05/2010 12:00:28,TNM0961,PC-2030,Connect
56328,{D1A3-X1ZP64VO-5207JWQF},03/05/2010 12:11:35,TNM0961,PC-2030,Disconnect
56738,{T5Y0-Q0WK13UJ-3114RHFG},03/05/2010 15:13:41,TNM0961,PC-2030,Connect
56758,{C3Q0-W4BD91RQ-1074UHCF},03/05/2010 15:26:21,TNM0961,PC-2030,Disconnect
56837,{U0X4-Q4AU31TR-3516YIIQ},03/05/2010 15:53:15,TNM0961,PC-2030,Connect
56876,{Z8Z2-N0VD90TP-5617JVMN},03/05/2010 16:09:38,TNM0961,PC-2030,Disconnect
57927,{J6D7-X2DW30NQ-2866TAPG},03/08/2010 12:27:32,TNM0961,PC-2030,Connect
57935,{K7D9-L4AT11YR-7923NNRK},03/08/2010 12:33:03,TNM0961,PC-2030,Disconnect
58218,{J2L6-U6LT10NU-1243IMES},03/08/2010 15:04:07,TNM0961,PC-2030,Connect
58222,{Q4M3-X5HH07XV-0346RATC},03/08/2010 15:04:38,TNM0961,PC-2030,Disconnect
58629,{T0T9-N5FV15TV-1569OINM},03/09/2010 07:42:06,TNM0961,PC-2030,Connect
58715,{W0H8-M6PS13WW-6130YLKU},03/09/2010 08:51:05,TNM0961,PC-2030,Disconnect
58775,{Y6R6-W1CT26UC-8300QALB},03/09/2010 09:20:01,TNM0961,PC-2030,Connect
59052,{K3G6-D1YK00PJ-6439TQWI},03/09/2010 11:28:24,TNM0961,PC-2030,Disconnect
59175,{R4N0-O9YV72OR-5232YTAH},03/09/2010 12:41:25,TNM0961,PC-2030,Connect
59233,{A4F7-Q8PM67LD-1105DBMH},03/09/2010 13:12:26,TNM0961,PC-2030,Disconnect
59865,{U2Y8-Z5ET64LQ-3981SFAM},03/10/2010 07:58:49,TNM0961,PC-2030,Connect
59866,{N7V8-N9WW56TQ-7850FHYS},03/10/2010 07:59:46,TNM0961,PC-2030,Disconnect
59867,{Y5D8-X0LH90PR-7393EXOQ},03/10/2010 08:00:45,TNM0961,PC-2030,Connect
59870,{S8N7-Q2WF46EP-5855XVSP},03/10/2010 08:02:40,TNM0961,PC-2030,Disconnect
61108,{Y8X6-I3RS61HQ-8147DSUV},03/11/2010 08:28:46,TNM0961,PC-2030,Connect
61129,{M2E9-B0IU73ES-5941BFPJ},03/11/2010 08:40:20,TNM0961,PC-2030,Disconnect
61509,{L9A0-V7RB19HY-3085SBSK},03/11/2010 11:55:35,TNM0961,PC-2030,Connect
61513,{A4A9-Z1VD02BI-3593YMIB},03/11/2010 11:57:01,TNM0961,PC-2030,Disconnect
61787,{U8D7-H9HT48RW-2755VVVG},03/11/2010 14:28:45,TNM0961,PC-2030,Connect
61817,{N6W4-F8MI63RS-3653NLJF},03/11/2010 14:45:38,TNM0961,PC-2030,Disconnect
61917,{G4U7-W1RT85WI-0902GPBK},03/11/2010 15:32:00,TNM0961,PC-2030,Connect
61985,{G3L5-T0JZ90WB-7286ZSAP},03/11/2010 16:13:15,TNM0961,PC-2030,Disconnect
62540,{F5E3-K4SO02TF-6724YMYP},03/12/2010 10:33:46,TNM0961,PC-2030,Connect
62742,{H6O0-L2MA21VU-1982EXSO},03/12/2010 12:13:46,TNM0961,PC-2030,Disconnect
63712,{E7T3-S2AL30AM-5557UFQW},03/15/2010 07:14:57,TNM0961,PC-2030,Connect
63725,{Q3P6-P5EM72DM-6585QQSI},03/15/2010 07:42:08,TNM0961,PC-2030,Disconnect
64251,{W4M9-X3JE09RN-4953KNOC},03/15/2010 12:56:28,TNM0961,PC-2030,Connect
64259,{A8M2-Y3KO72RI-6237UKJP},03/15/2010 12:59:06,TNM0961,PC-2030,Disconnect
64525,{N0G5-U6AJ77UV-2750LTME},03/15/2010 15:04:27,TNM0961,PC-2030,Connect
64574,{D9L0-O2XE70UW-6244ZNUN},03/15/2010 15:29:23,TNM0961,PC-2030,Disconnect
64907,{N0Y7-R9FE81YW-7609KTHY},03/16/2010 07:22:37,TNM0961,PC-2030,Connect
64910,{U1I8-B8NF87GA-3358JAFK},03/16/2010 07:26:18,TNM0961,PC-2030,Disconnect
65453,{M4V0-A3MH79XL-3524WHOV},03/16/2010 12:39:27,TNM0961,PC-2030,Connect
65457,{S0Z1-K4BX97ML-2713BTCB},03/16/2010 12:40:58,TNM0961,PC-2030,Disconnect
65785,{A0Z1-U2UA91GO-8300HXYS},03/16/2010 15:27:30,TNM0961,PC-2030,Connect
65857,{X5M1-Q7DR97XU-3142YRTD},03/16/2010 15:55:40,TNM0961,PC-2030,Disconnect
68806,{O3K5-L0CD06GI-8262VDZL},03/19/2010 10:15:30,TNM0961,PC-2030,Connect
68868,{I6P5-A0HY27EN-0487BUHW},03/19/2010 10:44:52,TNM0961,PC-2030,Disconnect
69209,{O5X7-I9LA17FU-4182BEAC},03/19/2010 13:37:39,TNM0961,PC-2030,Connect
69242,{Y3Y1-J4LA52UI-5620PFLH},03/19/2010 13:54:21,TNM0961,PC-2030,Disconnect
70347,{O1H2-B0LH61TD-6268DNYK},03/22/2010 11:01:45,TNM0961,PC-2030,Connect
70407,{X7M1-D4BU13PA-9513NMIV},03/22/2010 11:25:20,TNM0961,PC-2030,Disconnect
70665,{W7U9-B0YA69WQ-2926GHDX},03/22/2010 13:41:14,TNM0961,PC-2030,Connect
70677,{K4R9-E8MO16ZD-7599ARFC},03/22/2010 13:46:46,TNM0961,PC-2030,Disconnect
70833,{H6A9-I9HN15GC-4750OXFI},03/22/2010 14:46:40,TNM0961,PC-2030,Connect
70926,{U3Y9-H5JS33KN-9721YMTP},03/22/2010 15:25:28,TNM0961,PC-2030,Disconnect
71207,{C6E4-A8FX73FX-7103LZTU},03/23/2010 07:18:01,TNM0961,PC-2030,Connect
71215,{P3L1-V1RY96GC-3439XVWA},03/23/2010 07:52:31,TNM0961,PC-2030,Disconnect
71224,{C6D1-K5VA09QD-9744PSGU},03/23/2010 08:03:08,TNM0961,PC-2030,Connect
71250,{K7A8-J1HM00HP-2637OGZQ},03/23/2010 08:28:51,TNM0961,PC-2030,Disconnect
71255,{H5N5-J0KN34LW-2220YTDM},03/23/2010 08:30:47,TNM0961,PC-2030,Connect
71274,{N6Z8-Y0SC06SI-0777JMVW},03/23/2010 08:39:37,TNM0961,PC-2030,Disconnect
72490,{X5X6-H2ND97RH-1339BWKR},03/24/2010 08:42:55,TNM0961,PC-2030,Connect
72558,{F9B0-E1BE41ZV-8489SICW},03/24/2010 09:17:25,TNM0961,PC-2030,Disconnect
72822,{B5D4-G2WQ70KH-3139ELLK},03/24/2010 11:41:43,TNM0961,PC-2030,Connect
72893,{E3A0-O4FO12IU-4817MHPJ},03/24/2010 12:28:44,TNM0961,PC-2030,Disconnect
73042,{H8C3-K6CO27HU-1616ZNTC},03/24/2010 13:55:42,TNM0961,PC-2030,Connect
73125,{K1P8-Y8VW50OS-2763DQZT},03/24/2010 14:36:08,TNM0961,PC-2030,Disconnect
73214,{H6E4-Y5BE44DW-5244SIKF},03/24/2010 15:21:34,TNM0961,PC-2030,Connect
73274,{E0W0-P8XS94YI-7895WJPK},03/24/2010 15:44:32,TNM0961,PC-2030,Disconnect
74385,{H3M6-O9WX89UM-0770BDTM},03/25/2010 14:56:41,TNM0961,PC-2030,Connect
74415,{I9U1-F6AA06QY-0189TBNZ},03/25/2010 15:08:24,TNM0961,PC-2030,Disconnect
74513,{V0K8-C2EA14RU-4606HTWY},03/25/2010 15:50:13,TNM0961,PC-2030,Connect
74559,{N5X8-S2JC96JO-4993ASPI},03/25/2010 16:12:29,TNM0961,PC-2030,Disconnect
75322,{A2O4-V7XP51PR-3621QMFW},03/26/2010 12:49:18,TNM0961,PC-2030,Connect
75323,{O8P2-W5FZ66RX-8955VRIT},03/26/2010 12:50:06,TNM0961,PC-2030,Disconnect
75366,{Z2I8-U0TR12XF-2584TRVL},03/26/2010 13:11:38,TNM0961,PC-2030,Connect
75375,{X3Q4-N5PQ60QF-6198ETCL},03/26/2010 13:18:15,TNM0961,PC-2030,Disconnect
76380,{T1G6-T8QZ81KQ-3397WXXH},03/29/2010 09:28:50,TNM0961,PC-2030,Connect
76450,{Y7O4-G0LU26LC-9054GAVE},03/29/2010 09:59:33,TNM0961,PC-2030,Disconnect
77103,{H9M7-I4WF75QR-8675RZUH},03/29/2010 15:28:33,TNM0961,PC-2030,Connect
77115,{Q5J4-I8ST83FW-5382BNYC},03/29/2010 15:35:48,TNM0961,PC-2030,Disconnect
77475,{Q2Z5-P1RN45UI-8673AUQT},03/30/2010 08:34:53,TNM0961,PC-2030,Connect
77493,{V3T7-R1LM58EV-3385HQYU},03/30/2010 08:45:19,TNM0961,PC-2030,Disconnect
77500,{O3G5-M5GJ73AM-0583REOR},03/30/2010 08:49:49,TNM0961,PC-2030,Connect
77529,{F4I5-C0CV04ZQ-0580QXBX},03/30/2010 09:05:28,TNM0961,PC-2030,Disconnect
78694,{V8K3-P0VT46NA-6545OEFD},03/31/2010 08:41:11,TNM0961,PC-2030,Connect
78724,{J0F2-T3GV14BP-0450GLJJ},03/31/2010 08:53:43,TNM0961,PC-2030,Disconnect
79796,{P3E8-X8WV21YL-0580IPND},04/01/2010 07:51:27,TNM0961,PC-2030,Connect
79799,{Z8S5-E0AW51NF-9133CMXK},04/01/2010 07:55:29,TNM0961,PC-2030,Disconnect
80429,{O6K1-Y4KP33BR-2282QZFP},04/01/2010 13:45:43,TNM0961,PC-2030,Connect
80445,{R4O0-E4MQ35WI-6552LLXD},04/01/2010 13:50:46,TNM0961,PC-2030,Disconnect
80720,{K3R3-E5VK21WN-7093JDKH},04/01/2010 15:49:56,TNM0961,PC-2030,Connect
80770,{A0N3-J0XI91MD-3594KSNX},04/01/2010 16:11:59,TNM0961,PC-2030,Disconnect
81474,{I4S9-K4QL16NN-6038SLZA},04/05/2010 07:53:28,TNM0961,PC-2030,Connect
81478,{I6G3-E8FS53QM-0998RFCY},04/05/2010 07:59:44,TNM0961,PC-2030,Disconnect
