,id,date,user,pc,activity
33509,{I9K1-C2VV05CR-0768EBUI},01/20/2010 11:10:05,TNM0961,PC-2030,Logon
33986,{C6V6-W1UI85OS-6937UJTY},01/20/2010 16:15:00,TNM0961,PC-2030,Logoff
35126,{D0D5-M0TO53SR-9107QTBB},01/21/2010 07:15:00,TNM0961,PC-2030,Logon
36143,{U6L4-J1WY46ER-0672WWYX},01/21/2010 11:22:57,TNM0961,PC-2030,Logon
36632,{W4E1-D3GZ99ID-3425RFUA},01/21/2010 16:15:00,TNM0961,PC-2030,Logoff
37691,{V9N0-V9QK13PQ-9473HNVP},01/22/2010 07:04:00,TNM0961,PC-2030,Logon
38445,{M4U2-Z8FA50NV-8282YTDE},01/22/2010 08:26:33,TNM0961,PC-3847,Logon
38494,{A3Q4-R1HG35CQ-7030QAUD},01/22/2010 08:42:21,TNM0961,PC-3847,Logoff
39155,{L3W4-I0OR68HE-8143KSIX},01/22/2010 16:20:00,TNM0961,PC-2030,Logoff
40692,{J3D2-Z7LW52MY-7931DIRB},01/25/2010 07:08:00,TNM0961,PC-2030,Logon
42218,{C3C1-D5WR05FV-6962LAIZ},01/25/2010 16:30:00,TNM0961,PC-2030,Logoff
43315,{V7G8-R7MV74NH-2762NHQO},01/26/2010 07:15:00,TNM0961,PC-2030,Logon
44286,{L3P1-Z0EG29FB-9945IECE},01/26/2010 10:18:10,TNM0961,PC-2030,Logon
44801,{V3U3-U9DV13XO-6057KLOM},01/26/2010 16:15:00,TNM0961,PC-2030,Logoff
45931,{B1S2-A4VA62KY-9723LMKI},01/27/2010 07:13:00,TNM0961,PC-2030,Logon
46983,{Z5P2-O2XU52HS-7972AUBZ},01/27/2010 11:48:28,TNM0961,PC-2030,Logon
47346,{E3T1-S4YT07IV-5412WWCT},01/27/2010 16:17:00,TNM0961,PC-2030,Logoff
48489,{Y3Q5-L1WW86YW-7920FYKX},01/28/2010 07:15:00,TNM0961,PC-2030,Logon
48546,{S9D2-Y2UQ58DN-6541RNCG},01/28/2010 07:22:50,TNM0961,PC-4124,Logon
48574,{H0D7-B1PP32RV-4046JELL},01/28/2010 07:29:03,TNM0961,PC-4124,Logoff
49491,{Q7G9-U9EJ26PZ-1425RKTL},01/28/2010 10:41:23,TNM0961,PC-2030,Logon
49967,{E9J2-Y9UY82HK-7916CJFV},01/28/2010 16:15:00,TNM0961,PC-2030,Logoff
51093,{O0T7-B2WM85QV-0035QSYU},01/29/2010 07:15:00,TNM0961,PC-2030,Logon
52139,{M2R0-X4OS13TK-4542MYRA},01/29/2010 12:00:22,TNM0961,PC-2030,Logon
52622,{U4J3-Q4YO48ZC-9793LCAY},01/29/2010 16:15:00,TNM0961,PC-2030,Logoff
53998,{A4E5-Y5IC25KM-3818YWJQ},02/01/2010 07:02:00,TNM0961,PC-2030,Logon
54041,{L0R3-C4IC05LO-9150XYBD},02/01/2010 07:13:39,TNM0961,PC-4124,Logon
54099,{N4H2-T6LQ33JJ-3604SCPV},02/01/2010 07:18:46,TNM0961,PC-4124,Logoff
55538,{H4N7-N4UE05SQ-5600XWIK},02/01/2010 16:15:00,TNM0961,PC-2030,Logoff
56673,{O7Q0-T0GJ01VW-8941MXLL},02/02/2010 07:15:00,TNM0961,PC-2030,Logon
57756,{J8E2-L0AU86YB-2904GCSJ},02/02/2010 11:41:12,TNM0961,PC-2030,Logon
58231,{N8S3-L9EZ40FG-9447DWBY},02/02/2010 16:15:00,TNM0961,PC-2030,Logoff
59284,{Z5M8-Q8PB78TE-0435CSKJ},02/03/2010 07:15:00,TNM0961,PC-2030,Logon
60362,{R1V2-O1HT16VC-2501VBMB},02/03/2010 12:05:26,TNM0961,PC-2030,Logon
60835,{F0T2-T4TH15FK-0515XYKV},02/03/2010 16:15:00,TNM0961,PC-2030,Logoff
61873,{S3A2-H2NH07AZ-3893VCJG},02/04/2010 07:15:00,TNM0961,PC-2030,Logon
63059,{O1U5-A1SD34MX-3912VHOC},02/04/2010 13:05:06,TNM0961,PC-2030,Logon
63408,{K5R0-W2AS38MT-9166OSXT},02/04/2010 16:15:00,TNM0961,PC-2030,Logoff
64498,{B9E5-Z0NN67DW-2254QENH},02/05/2010 07:15:00,TNM0961,PC-2030,Logon
65473,{U8Z6-S8AO16EZ-9804ZQLS},02/05/2010 09:48:54,TNM0961,PC-4124,Logon
65474,{S2U6-Z6YT89MA-5813QHZZ},02/05/2010 09:50:34,TNM0961,PC-4124,Logoff
65507,{P1B7-H6FM07BF-3497JGOJ},02/05/2010 10:51:19,TNM0961,PC-2030,Logon
65999,{Z2K1-B0VA03CB-1692VFWD},02/05/2010 16:15:00,TNM0961,PC-2030,Logoff
67491,{K0C9-L1AU83UA-1080CCSH},02/08/2010 07:15:00,TNM0961,PC-2030,Logon
68480,{L7R4-Q4CC60QB-0803NWSE},02/08/2010 10:09:46,TNM0961,PC-2030,Logon
68938,{N2X5-Q0TZ73PQ-8925NDEE},02/08/2010 16:15:00,TNM0961,PC-2030,Logoff
70058,{S6F6-G7NC10IF-0265EHYV},02/09/2010 07:15:00,TNM0961,PC-2030,Logon
71159,{H4J1-O0WI22ZX-0183MMIK},02/09/2010 12:23:57,TNM0961,PC-2030,Logon
71607,{H6K2-W1QZ05SC-0502ORRB},02/09/2010 16:15:00,TNM0961,PC-2030,Logoff
72642,{U7C6-Q1AV91AT-2992EXLQ},02/10/2010 07:15:00,TNM0961,PC-2030,Logon
73727,{L3L1-U5IF19WA-1599SMKI},02/10/2010 12:11:47,TNM0961,PC-2030,Logon
74173,{M7R9-V1GZ82JW-9927EWJX},02/10/2010 16:15:00,TNM0961,PC-2030,Logoff
75240,{M6K0-T5RG13PC-7914KSHT},02/11/2010 07:15:00,TNM0961,PC-2030,Logon
75257,{S8E8-U8AB41ZM-7501RFZZ},02/11/2010 07:16:26,TNM0961,PC-4124,Logon
75286,{A8V9-Q6PY61BO-2099QBGV},02/11/2010 07:18:10,TNM0961,PC-4124,Logoff
76694,{Y5L7-M1KV42LR-5998QANM},02/11/2010 16:15:00,TNM0961,PC-2030,Logoff
77798,{S0K8-N9LG57CZ-4960EPYF},02/12/2010 07:15:00,TNM0961,PC-2030,Logon
78766,{N1I5-C1EK62RZ-6477UVKF},02/12/2010 09:23:58,TNM0961,PC-2030,Logon
79335,{B7F4-M9BZ09FO-1794ICUI},02/12/2010 16:15:00,TNM0961,PC-2030,Logoff
80773,{G3R8-F6VF49ZV-1113QRFB},02/15/2010 07:11:00,TNM0961,PC-2030,Logon
81857,{U8W5-K9AI73ZR-8295WATM},02/15/2010 12:21:31,TNM0961,PC-3847,Logon
81861,{V9R1-U0NZ54XH-4201GLBU},02/15/2010 12:24:43,TNM0961,PC-3847,Logoff
81864,{O7Q0-V7KS88QP-2005UOPZ},02/15/2010 12:25:39,TNM0961,PC-2030,Logon
82185,{X7Y0-K9KX57KN-6370KDLX},02/15/2010 16:16:00,TNM0961,PC-2030,Logoff
83340,{F1D9-J4LC34LE-2326LRGE},02/16/2010 07:15:00,TNM0961,PC-2030,Logon
84489,{C1F0-B4RH75WK-3801ULHF},02/16/2010 12:45:32,TNM0961,PC-2030,Logon
84877,{E8A1-R9FT11SQ-9841UUSC},02/16/2010 16:15:00,TNM0961,PC-2030,Logoff
85900,{I9S0-L2OX18BB-6467OGYC},02/17/2010 07:02:00,TNM0961,PC-2030,Logon
87099,{S9B4-Y6RS87RP-4931VADX},02/17/2010 13:15:08,TNM0961,PC-3847,Logon
87130,{C2C8-H3SV72OX-4600AEJT},02/17/2010 13:48:57,TNM0961,PC-3847,Logoff
87409,{K0K8-Y3KO37IX-0698HNAG},02/17/2010 16:30:00,TNM0961,PC-2030,Logoff
88571,{V0M6-Q2WU66RY-8346TKPX},02/18/2010 07:15:00,TNM0961,PC-2030,Logon
89589,{P4K4-C8IV40YT-3970KIUW},02/18/2010 11:58:45,TNM0961,PC-2030,Logon
90031,{K0Q7-D3FX68JZ-7186WXEW},02/18/2010 16:22:00,TNM0961,PC-2030,Logoff
91097,{U1O6-G1PL92CK-4388DWZH},02/19/2010 07:09:00,TNM0961,PC-2030,Logon
92250,{T0Q3-S6BX46IU-5876EMTK},02/19/2010 12:56:06,TNM0961,PC-2030,Logon
92556,{J6H7-Z1IS64AB-2096WZDH},02/19/2010 16:18:00,TNM0961,PC-2030,Logoff
93961,{T3E9-R2VC21DQ-5037ZVKF},02/22/2010 07:11:00,TNM0961,PC-2030,Logon
95024,{X8O1-Q0GE83EY-7876UUCU},02/22/2010 12:27:39,TNM0961,PC-2030,Logon
95442,{Z7M4-A5KT40AN-9584FTQI},02/22/2010 16:27:00,TNM0961,PC-2030,Logoff
96515,{K7N1-F3EM42FM-4987CPUY},02/23/2010 07:13:00,TNM0961,PC-2030,Logon
97549,{J8L1-D1UW09QR-6533ICFI},02/23/2010 11:48:16,TNM0961,PC-2030,Logon
97695,{B9A4-Q3KE53RJ-8837YLCD},02/23/2010 14:28:29,TNM0961,PC-3847,Logon
97712,{Q3J0-U0HZ37OJ-3843TUZX},02/23/2010 15:07:21,TNM0961,PC-3847,Logoff
97919,{P8V3-A3UJ08UF-3198LZYC},02/23/2010 16:24:00,TNM0961,PC-2030,Logoff
99074,{H0U4-C6NI18SF-8425YEON},02/24/2010 07:15:00,TNM0961,PC-2030,Logon
100137,{G2Y9-N0UI53KR-8885JPWY},02/24/2010 11:44:51,TNM0961,PC-2030,Logon
100606,{O0T1-F5EQ76YT-1087NZPY},02/24/2010 16:15:00,TNM0961,PC-2030,Logoff
101634,{M8G6-D1XW70HR-7480XNZL},02/25/2010 07:15:00,TNM0961,PC-2030,Logon
102615,{K5J2-P4JQ60SJ-5854XZDJ},02/25/2010 09:47:17,TNM0961,PC-2030,Logon
103183,{N9B7-X9JK73YX-4887HTKB},02/25/2010 16:15:00,TNM0961,PC-2030,Logoff
104283,{Q0V8-P0ZD28RZ-7957KPVE},02/26/2010 07:13:00,TNM0961,PC-2030,Logon
105265,{V6V7-T5CI31TX-8274ARAQ},02/26/2010 11:50:36,TNM0961,PC-2030,Logon
105718,{X1C5-B5PR51CH-4185PNWR},02/26/2010 16:25:00,TNM0961,PC-2030,Logoff
107117,{C8G2-L8MU46ON-5572TNUW},03/01/2010 07:06:00,TNM0961,PC-2030,Logon
108517,{M8I3-N8PN71DU-4371RYKS},03/01/2010 16:18:00,TNM0961,PC-2030,Logoff
109688,{Z3E5-A2BZ55KM-6428DQMN},03/02/2010 07:01:00,TNM0961,PC-2030,Logon
110832,{Y3W7-S5OK89EJ-9183CUUS},03/02/2010 12:31:24,TNM0961,PC-2030,Logon
111203,{U3Z4-Y2ZB66UB-9627KBUM},03/02/2010 16:15:00,TNM0961,PC-2030,Logoff
112287,{C0E2-G8KQ90QC-4795MDRW},03/03/2010 07:15:00,TNM0961,PC-2030,Logon
113280,{G5S1-C8KR17FK-7470TODS},03/03/2010 10:56:37,TNM0961,PC-2030,Logon
113776,{Q0E6-V4LJ11JB-2130ECSK},03/03/2010 16:15:00,TNM0961,PC-2030,Logoff
114919,{H9C7-I6QI24AB-3210TRJB},03/04/2010 07:15:00,TNM0961,PC-2030,Logon
116300,{O9V0-C3TG73BE-9071WOJL},03/04/2010 16:25:00,TNM0961,PC-2030,Logoff
117472,{C3D6-S0MU91VO-7111ABAO},03/05/2010 07:15:00,TNM0961,PC-2030,Logon
118468,{P1Y0-C3VM83EH-6806VUIT},03/05/2010 10:49:24,TNM0961,PC-2030,Logon
118981,{C7N9-L3WE14BT-5738WVTE},03/05/2010 16:15:00,TNM0961,PC-2030,Logoff
120382,{B8N7-Z3VX57QR-7056TSVZ},03/08/2010 07:15:00,TNM0961,PC-2030,Logon
121412,{J6F5-L2WG54UI-6531VXAN},03/08/2010 11:40:54,TNM0961,PC-2030,Logon
121880,{F3D3-O1GO62NR-8718SDTV},03/08/2010 16:15:00,TNM0961,PC-2030,Logoff
122957,{R3C4-L7KN62HT-1191BKVN},03/09/2010 07:05:00,TNM0961,PC-2030,Logon
123989,{R8I7-R8YH53JA-4118ESWT},03/09/2010 11:25:11,TNM0961,PC-4124,Logon
123999,{E9V9-P9XE28GI-0791BOPB},03/09/2010 11:36:18,TNM0961,PC-4124,Logoff
124445,{M4S6-T5JO31VH-0470HXMH},03/09/2010 16:24:00,TNM0961,PC-2030,Logoff
125488,{W6U8-A3ME40UL-2956OANO},03/10/2010 07:01:00,TNM0961,PC-2030,Logon
126576,{O0E0-M1HO19NQ-9511ZIXY},03/10/2010 11:48:30,TNM0961,PC-2030,Logon
126952,{Z5Y5-H4HY70DZ-9205KFNB},03/10/2010 16:23:00,TNM0961,PC-2030,Logoff
128150,{Y0E3-C2VH55BY-7066HHYM},03/11/2010 07:15:00,TNM0961,PC-2030,Logon
129120,{Y0Q3-B8NZ81QU-1434BAWU},03/11/2010 11:18:41,TNM0961,PC-2030,Logon
129617,{D6H4-C2OF38KN-8706KBSL},03/11/2010 16:15:00,TNM0961,PC-2030,Logoff
130609,{S6R0-G6DU49HV-0839EUUM},03/12/2010 07:01:00,TNM0961,PC-2030,Logon
130615,{T0I9-G1NM12UH-8593NQZQ},03/12/2010 07:02:02,TNM0961,PC-4124,Logon
130630,{R5F1-N5SR67SY-8889RMNZ},03/12/2010 07:04:28,TNM0961,PC-4124,Logoff
132097,{K6W9-H9UL16JP-8249ECZR},03/12/2010 16:26:00,TNM0961,PC-2030,Logoff
133520,{Y0U4-A6BG33GH-7705LONE},03/15/2010 07:06:00,TNM0961,PC-2030,Logon
134628,{L2Z7-Q7CA78FX-9491CNQK},03/15/2010 12:16:29,TNM0961,PC-2030,Logon
135043,{D4P5-O6KE57IV-9660ZYIA},03/15/2010 16:24:00,TNM0961,PC-2030,Logoff
136152,{X8P3-W0YW30WC-4288BXDQ},03/16/2010 07:15:00,TNM0961,PC-2030,Logon
137137,{X2L8-V4DH82ZS-3640SKTB},03/16/2010 11:13:28,TNM0961,PC-2030,Logon
137630,{C1Y3-A4YC18ID-1318VHXB},03/16/2010 16:15:00,TNM0961,PC-2030,Logoff
138722,{I1J1-G2TK28YJ-6932KGDL},03/17/2010 07:10:00,TNM0961,PC-2030,Logon
139841,{G5N7-B0GL62PK-6671XDUC},03/17/2010 12:59:24,TNM0961,PC-2030,Logon
140173,{W0V0-N5YX33AM-7703XMPI},03/17/2010 16:15:00,TNM0961,PC-2030,Logoff
141241,{K9O7-C7DE01HK-2594EJSO},03/18/2010 07:05:00,TNM0961,PC-2030,Logon
142275,{R5I7-D3MH78TF-1500FJGM},03/18/2010 10:33:53,TNM0961,PC-3847,Logon
142276,{M9F3-X9RU55GI-5011YQGA},03/18/2010 10:35:04,TNM0961,PC-3847,Logoff
142327,{R9Y2-L3XT95LE-4311IWVF},03/18/2010 11:46:58,TNM0961,PC-2030,Logon
142683,{R6X2-O5JZ86BZ-8814XXUH},03/18/2010 16:19:00,TNM0961,PC-2030,Logoff
143917,{I3Z2-Y2LU87AQ-6723MVAO},03/19/2010 07:15:00,TNM0961,PC-2030,Logon
145046,{O8E7-V0YA31DQ-0071ZVHD},03/19/2010 12:52:11,TNM0961,PC-2030,Logon
145398,{Q7M8-C3XN81XF-2383EVEU},03/19/2010 16:15:00,TNM0961,PC-2030,Logoff
146852,{B9R9-T8AQ05IE-6409NDKN},03/22/2010 07:08:00,TNM0961,PC-2030,Logon
147989,{T1U7-Z5MB68YE-0458LXLV},03/22/2010 13:06:18,TNM0961,PC-2030,Logon
148256,{Z0Q4-G1NL07BX-2176PKRG},03/22/2010 16:15:00,TNM0961,PC-2030,Logoff
149359,{F1H6-U9SR15GX-4154HRVB},03/23/2010 07:00:00,TNM0961,PC-2030,Logon
149967,{K1B6-Q8RP16MG-6913PTYN},03/23/2010 08:11:49,TNM0961,PC-3847,Logon
150026,{K1M5-G0UY00MD-2984DZLR},03/23/2010 08:17:52,TNM0961,PC-3847,Logoff
150830,{S4S9-S1ID69QG-0121QIOI},03/23/2010 16:15:00,TNM0961,PC-2030,Logoff
152025,{L4O8-D0VI07FX-5721LWCZ},03/24/2010 07:05:00,TNM0961,PC-2030,Logon
153072,{Y1L2-O6FQ42LU-7145ACVO},03/24/2010 11:02:59,TNM0961,PC-2030,Logon
153164,{Y1V5-K3XC16YE-5128TSGU},03/24/2010 12:45:18,TNM0961,PC-3847,Logon
153188,{W4K8-D6GG60KH-9711KIGD},03/24/2010 13:13:18,TNM0961,PC-3847,Logoff
153438,{Z0Q3-Q8AT03WG-6066XZDJ},03/24/2010 16:17:00,TNM0961,PC-2030,Logoff
154612,{H4W2-N0UB96QE-2967HNQG},03/25/2010 07:15:00,TNM0961,PC-2030,Logon
155615,{T0A1-W4PO43MX-3017WZGR},03/25/2010 10:53:23,TNM0961,PC-2030,Logon
156134,{U4G8-W3GF84TU-7220UIWR},03/25/2010 16:15:00,TNM0961,PC-2030,Logoff
157153,{S3F9-H9LZ31WU-2053NLYB},03/26/2010 07:08:00,TNM0961,PC-2030,Logon
158141,{T6J2-C3HA57LO-4186QTDC},03/26/2010 10:49:37,TNM0961,PC-2030,Logon
158650,{F5Q3-B8AG66BB-1387BFNR},03/26/2010 16:24:00,TNM0961,PC-2030,Logoff
159992,{N2U0-R4SW41LN-7061IZUH},03/29/2010 07:01:00,TNM0961,PC-2030,Logon
161192,{Q5A4-F8TR37UW-9565GOMM},03/29/2010 12:53:09,TNM0961,PC-2030,Logon
161499,{I5S6-S7DE56FG-3668UUAU},03/29/2010 16:19:00,TNM0961,PC-2030,Logoff
162595,{G8C7-L8WC89YV-9042IULS},03/30/2010 07:15:00,TNM0961,PC-2030,Logon
163577,{A9O7-G7HX59WU-2689DXAH},03/30/2010 10:17:42,TNM0961,PC-2030,Logon
164096,{B2V3-E2NR03GQ-0026TQSR},03/30/2010 16:15:00,TNM0961,PC-2030,Logoff
165255,{T6V2-L6DY90GU-8471OREA},03/31/2010 07:15:00,TNM0961,PC-2030,Logon
166316,{S1Y1-P5TT77JB-6104UKQW},03/31/2010 12:38:49,TNM0961,PC-2030,Logon
166678,{A9P4-K5TP69RT-0724XQUE},03/31/2010 16:20:00,TNM0961,PC-2030,Logoff
167749,{Y5B5-V4CW02DZ-0939ZDQW},04/01/2010 07:07:00,TNM0961,PC-2030,Logon
168833,{B8E6-M0IK69LI-1797TOUU},04/01/2010 12:26:20,TNM0961,PC-2030,Logon
169223,{H7O0-T3QE28TH-5575CZAQ},04/01/2010 16:21:00,TNM0961,PC-2030,Logoff
170761,{I4X3-U4MA57KG-2988MGIH},04/05/2010 07:03:00,TNM0961,PC-2030,Logon
170887,{K4Z4-M1BM37VZ-9036ILNO},04/05/2010 07:23:33,TNM0961,PC-4124,Logon
170892,{D5Q4-W6ER05SO-0096YTPZ},04/05/2010 07:24:41,TNM0961,PC-4124,Logoff
171887,{K0I8-B5NQ71QZ-7287XVAD},04/05/2010 12:36:29,TNM0961,PC-2030,Logon
172194,{A1A3-U0DG15IU-4353CFAR},04/05/2010 16:24:00,TNM0961,PC-2030,Logoff
173399,{D6R2-N8GR93EZ-9779TAEY},04/06/2010 07:10:00,TNM0961,PC-2030,Logon
174602,{B2R7-H9QB88UT-5446RRKQ},04/06/2010 14:33:23,TNM0961,PC-3847,Logon
174605,{R3G5-W3PN78LW-7621MRHK},04/06/2010 14:36:15,TNM0961,PC-3847,Logoff
174835,{E2L1-X6FF30AQ-9791CFUW},04/06/2010 16:24:00,TNM0961,PC-2030,Logoff
176012,{E7U3-D2QG03FT-7930UDDF},04/07/2010 07:09:00,TNM0961,PC-2030,Logon
177014,{E0S2-P1SZ41IU-2195MAOF},04/07/2010 11:17:41,TNM0961,PC-2030,Logon
177485,{A4V2-F8CR32QH-5201BOHE},04/07/2010 16:18:00,TNM0961,PC-2030,Logoff
178561,{Y8V6-J7WP74SY-9303ZJYO},04/08/2010 07:15:00,TNM0961,PC-2030,Logon
179592,{D8R3-Q8FP62ZM-6337LXAX},04/08/2010 11:43:45,TNM0961,PC-2030,Logon
180086,{J0W8-P7QM25RX-4373WEOC},04/08/2010 16:15:00,TNM0961,PC-2030,Logoff
181154,{D6L6-N6NK74NH-9736XMOE},04/09/2010 07:15:00,TNM0961,PC-2030,Logon
182215,{Y0L0-X7OI15OX-6082WWXX},04/09/2010 12:29:10,TNM0961,PC-2030,Logon
182624,{V0O6-G8UJ24JB-3835IZJS},04/09/2010 16:15:00,TNM0961,PC-2030,Logoff
183954,{F7G6-P2QJ37SX-5079PLSF},04/12/2010 07:05:00,TNM0961,PC-2030,Logon
183961,{M3Y4-P1NF38GM-2603HDKH},04/12/2010 07:06:06,TNM0961,PC-4124,Logon
183980,{C1D6-C7PY02JE-1372KQXR},04/12/2010 07:08:29,TNM0961,PC-4124,Logoff
185395,{P7K7-U3DA22RB-6500VPIM},04/12/2010 16:25:00,TNM0961,PC-2030,Logoff
186530,{L3U9-A0FR28IF-9981OBAM},04/13/2010 07:03:00,TNM0961,PC-2030,Logon
187496,{A1O6-H1UF18AY-8815NBVH},04/13/2010 09:48:25,TNM0961,PC-2030,Logon
188000,{E9T2-E5YZ71KV-7500UNKF},04/13/2010 16:15:00,TNM0961,PC-2030,Logoff
189148,{Q4K7-B6TR00KM-9824ARRV},04/14/2010 07:12:00,TNM0961,PC-2030,Logon
190041,{M8J2-C4ZM67HX-9869JHWX},04/14/2010 09:42:54,TNM0961,PC-2030,Logon
190583,{D7D6-E3YS28ND-0687VPGJ},04/14/2010 16:24:00,TNM0961,PC-2030,Logoff
191612,{I8X2-W6XX30AP-7395WBHV},04/15/2010 07:15:00,TNM0961,PC-2030,Logon
192693,{W0E7-V4VL96ZD-1112XCDE},04/15/2010 12:18:44,TNM0961,PC-2030,Logon
193130,{K0U3-U1UY08DN-6277FFOP},04/15/2010 16:15:00,TNM0961,PC-2030,Logoff
194116,{S4M5-D9SZ18ZO-2753RXMI},04/16/2010 07:00:00,TNM0961,PC-2030,Logon
194127,{U2F2-Z8VK41WM-0276IWNO},04/16/2010 07:01:02,TNM0961,PC-4124,Logon
194137,{F7Y1-J9WX80BF-9333JLSR},04/16/2010 07:02:15,TNM0961,PC-4124,Logoff
195545,{G4G0-S9TE62EN-1169PEKP},04/16/2010 16:16:00,TNM0961,PC-2030,Logoff
197029,{E9G1-M2VF51ZF-0599OQNA},04/19/2010 07:03:00,TNM0961,PC-2030,Logon
198183,{Y8W8-N0BS94GQ-7581EDAH},04/19/2010 12:55:04,TNM0961,PC-2030,Logon
198514,{J5Z9-L9LU47IH-2496IGYA},04/19/2010 16:28:00,TNM0961,PC-2030,Logoff
199578,{C3T2-E9QW75FE-3277EQSI},04/20/2010 07:15:00,TNM0961,PC-2030,Logon
200561,{R5A4-L5BC01IM-1202UFSO},04/20/2010 10:39:16,TNM0961,PC-2030,Logon
201093,{X3P5-Y8QD77QZ-5473RFET},04/20/2010 16:24:00,TNM0961,PC-2030,Logoff
202063,{W1J6-I3NA52FV-5800UMMR},04/21/2010 07:00:00,TNM0961,PC-2030,Logon
203142,{S5P7-H7LV47MK-5240EZGS},04/21/2010 11:37:01,TNM0961,PC-2030,Logon
203602,{K7K3-D1EG77OD-6946MKKY},04/21/2010 16:23:00,TNM0961,PC-2030,Logoff
204648,{G0C2-I4AW89HA-8029BXYL},04/22/2010 07:07:00,TNM0961,PC-2030,Logon
205786,{H2T0-D0XB77WS-0240AHKS},04/22/2010 12:33:56,TNM0961,PC-2030,Logon
206123,{R2M7-D1EF61KO-5729YDVV},04/22/2010 16:15:00,TNM0961,PC-2030,Logoff
207193,{J9G9-I7NM93DN-1258UBRB},04/23/2010 07:15:00,TNM0961,PC-2030,Logon
208232,{P5G7-S5KS96UO-5033VCHQ},04/23/2010 12:03:46,TNM0961,PC-2030,Logon
208685,{U4W2-M0UG30LT-2580IINX},04/23/2010 16:15:00,TNM0961,PC-2030,Logoff
210017,{K6B8-W6QS09BW-1970BAKP},04/26/2010 07:15:00,TNM0961,PC-2030,Logon
